x_index,y_index,resolution,x,y,elevation,min_height,max_height,semantic_class,confidence,occupancy,dynamic_probability,point_count,last_updated
-74,184,0.25,-18.5,46.0,-0.04191141248471311,-0.04191141248471311,-0.04191141248471311,ROAD,0.9993453985745266,1,0.0,1,0
141,-67,0.5,70.5,-33.5,0.006242684008240172,0.006242684008240172,0.006242684008240172,ROAD,0.8576249898168761,1,0.0,1,0
-107,-149,0.5,-53.5,-74.5,-0.033654266258911596,-0.05721012348660465,-0.008243957189255436,ROAD,0.8089633562334431,1,0.0,3,0
-177,4,0.5,-88.5,2.0,0.03348145913803782,0.022983269038349272,0.043979649237726376,ROAD,0.9061047127697055,1,0.0,2,0
-83,107,0.5,-41.5,53.5,0.01645938196263151,-0.008275789418777438,0.041194553344040465,ROAD,0.7353605590596088,1,0.0,2,0
129,-163,0.25,32.25,-40.75,-0.0011871093962498188,-0.006163136361687581,0.00403618504530157,ROAD,0.8566202532268492,1,0.0,3,0
45,-164,0.25,11.25,-41.0,0.02208506009599119,0.02208506009599119,0.02208506009599119,ROAD,0.8330243750989986,1,0.0,1,0
131,147,0.25,32.75,36.75,0.004183081592057837,-0.01118288055334429,0.019549043737459963,ROAD,0.9560566217981974,1,0.0,2,0
-38,-186,0.5,-19.0,-93.0,-0.00197962419939883,-0.03809708922784877,0.03802236935190481,ROAD,0.9100238209558982,1,0.0,4,0
125,-3,0.5,62.5,-1.5,-0.029020249092928555,-0.056965409612954994,0.004243885824917953,ROAD,0.9066870101054546,1,0.0,3,0
-134,145,0.5,-67.0,72.5,-0.03240667881365605,-0.07420565419188606,0.009392296564573962,ROAD,0.8924547705557245,1,0.0,2,0
-191,48,0.5,-95.5,24.0,-0.01350625403478812,-0.04208683899392284,0.021944072493366343,ROAD,0.8328595666371209,1,0.0,3,0
-164,33,0.5,-82.0,16.5,0.0018756657704674246,-0.03353311501003737,0.03905334094936212,ROAD,0.7555462922020609,1,0.0,3,0
88,-147,0.5,44.0,-73.5,0.0201218649106253,0.011583864070432956,0.028659865750817644,ROAD,0.7541323442787353,1,0.0,2,0
-16,-161,0.5,-8.0,-80.5,0.017609744173477077,0.0021458173775059583,0.029637678159383687,ROAD,0.8766830172085069,1,0.0,4,0
-136,5,0.5,-68.0,2.5,0.010683945995963976,-0.015250631052715721,0.04240603051065853,ROAD,0.8210016142063618,1,0.0,3,0
0,185,0.5,0.0,92.5,-0.022870644705041986,-0.07595682079137532,0.021097358444873815,ROAD,0.840498756718707,1,0.0,4,0
-140,-68,0.5,-70.0,-34.0,0.010017987085085032,-0.05037615625655531,0.07998666134987044,ROAD,0.8711062552001532,1,0.0,3,0
157,-57,0.25,39.25,-14.25,-0.02977826402088149,-0.02977826402088149,-0.02977826402088149,ROAD,0.7317404155533985,1,0.0,1,0
-44,-122,0.25,-11.0,-30.5,0.012692411857674616,0.012692411857674616,0.012692411857674616,ROAD,0.8049529131157096,1,0.0,1,0
-96,-186,0.25,-24.0,-46.5,-0.009824592591875769,-0.016906478767012872,-0.0027427064167386667,ROAD,0.8019590683948994,1,0.0,2,0
-80,-131,0.5,-40.0,-65.5,-0.01640894805450588,-0.02883891637307061,-0.0039789797359411514,ROAD,0.9742950275880113,1,0.0,2,0
104,69,0.25,26.0,17.25,0.015851674055641838,-0.005844591298256436,0.03754793940954011,ROAD,0.962558236102805,1,0.0,2,0
-56,-187,0.5,-28.0,-93.5,0.0777964243199736,0.0777964243199736,0.0777964243199736,ROAD,0.8300360890963943,1,0.0,1,0
-165,-8,0.5,-82.5,-4.0,0.019085164779366042,0.005975253098498075,0.03219507646023401,ROAD,0.8027902356426342,1,0.0,2,0
-153,-54,0.5,-76.5,-27.0,-0.007546076465342629,-0.030367719290854085,0.01659234643411734,ROAD,0.7682438928762593,1,0.0,3,0
163,20,0.5,81.5,10.0,-0.010494263827156536,-0.04205395997755715,0.005892943674090561,ROAD,0.94871997394139,1,0.0,3,0
159,-60,0.25,39.75,-15.0,0.0366660483285793,0.0366660483285793,0.0366660483285793,ROAD,0.9609281979493993,1,0.0,1,0
187,36,0.5,93.5,18.0,-0.007920358340816001,-0.015603399685029473,0.0024315111383594466,ROAD,0.8478011666549911,1,0.0,3,0
111,-82,0.5,55.5,-41.0,-0.03208748697485235,-0.03208748697485235,-0.03208748697485235,ROAD,0.7898026898868105,1,0.0,1,0
173,59,0.25,43.25,14.75,-0.004378623750448528,-0.005825434365131327,-0.002931813135765728,ROAD,0.9331102670860312,1,0.0,2,0
-21,124,0.5,-10.5,62.0,-0.006054701557034781,-0.006054701557034781,-0.006054701557034781,ROAD,0.9738519759049477,1,0.0,1,0
-92,-174,0.5,-46.0,-87.0,-0.010634943934038864,-0.010634943934038864,-0.010634943934038864,ROAD,0.9858106761508424,1,0.0,1,0
-162,39,0.5,-81.0,19.5,0.036458220364687835,0.036458220364687835,0.036458220364687835,ROAD,0.8140922349256422,1,0.0,1,0
161,-107,0.5,80.5,-53.5,0.010708937234370323,0.010708937234370323,0.010708937234370323,ROAD,0.9251387555297298,1,0.0,1,0
-89,-159,0.1,-8.9,-15.9,0.015015416900786104,0.015015416900786104,0.015015416900786104,ROAD,0.8649722743881827,1,0.0,1,0
-120,-142,0.5,-60.0,-71.0,-0.006904961577464033,-0.008467528691956246,-0.005342394462971819,ROAD,0.8176884222096968,1,0.0,2,0
-78,117,0.5,-39.0,58.5,-0.011031739432764915,-0.01716647823789346,-0.004897000627636369,ROAD,0.8406643954068433,1,0.0,2,0
31,-182,0.5,15.5,-91.0,0.0012230722520099135,0.0012230722520099135,0.0012230722520099135,ROAD,0.9744874930435864,1,0.0,1,0
-130,-114,0.5,-65.0,-57.0,-0.0013385400068416898,-0.033057437847928556,0.03011469952845596,ROAD,0.9398536300381887,1,0.0,3,0
142,70,0.5,71.0,35.0,-0.05104384249868865,-0.05104384249868865,-0.05104384249868865,ROAD,0.7775013214116403,1,0.0,1,0
103,72,0.5,51.5,36.0,0.00724339606371719,0.0033348377844289075,0.011151954343005473,ROAD,0.8048431236857874,1,0.0,2,0
87,130,0.5,43.5,65.0,0.00475541447944138,-0.005789948125284282,0.015300777084167043,ROAD,0.7607597990829682,1,0.0,2,0
-28,158,0.5,-14.0,79.0,0.055282919670014904,0.055282919670014904,0.055282919670014904,ROAD,0.9201200968767564,1,0.0,1,0
101,-207,0.25,25.25,-51.75,-0.013992994848659682,-0.013992994848659682,-0.013992994848659682,ROAD,0.8938635011225365,1,0.0,1,0
33,171,0.5,16.5,85.5,0.07008048988456446,0.07008048988456446,0.07008048988456446,ROAD,0.7173556976866949,1,0.0,1,0
59,128,0.5,29.5,64.0,-0.008721519186972507,-0.06910863165436149,0.05166559328041647,ROAD,0.9072090143987972,1,0.0,2,0
-167,74,0.5,-83.5,37.0,-0.007073301013083819,-0.007073301013083819,-0.007073301013083819,ROAD,0.7886465814299696,1,0.0,1,0
-34,-127,0.5,-17.0,-63.5,-0.021406677875988482,-0.028062106906444093,-0.014751248845532873,ROAD,0.9033164373530892,1,0.0,2,0
-5,220,0.25,-1.25,55.0,0.006274597949686057,0.006274597949686057,0.006274597949686057,ROAD,0.7196053898290067,1,0.0,1,0
-137,164,0.25,-34.25,41.0,-0.010384253557431921,-0.01914763315270862,-0.0016208739621552232,ROAD,0.7467283512252776,1,0.0,2,0
-143,-116,0.5,-71.5,-58.0,0.038844227546874735,0.038844227546874735,0.038844227546874735,ROAD,0.9522220917359967,1,0.0,1,0
-159,-16,0.5,-79.5,-8.0,0.023419064376884333,-0.003657457088442908,0.03725593293201581,ROAD,0.8184872405434787,1,0.0,3,0
175,242,0.1,17.5,24.200000000000003,0.019510773424340412,0.019510773424340412,0.019510773424340412,ROAD,0.9171469787114199,1,0.0,1,0
170,76,0.5,85.0,38.0,-0.013961029144598932,-0.04797201555142802,0.023130099120186712,ROAD,0.8078607949655106,1,0.0,3,0
32,-174,0.5,16.0,-87.0,-0.04411066839083226,-0.04411066839083226,-0.04411066839083226,ROAD,0.8385636499174944,1,0.0,1,0
-123,-28,0.25,-30.75,-7.0,0.014405295540819095,-0.00736913755123544,0.03617972863287363,ROAD,0.8807051101748877,1,0.0,2,0
181,107,0.1,18.1,10.700000000000001,0.0440766822132686,0.0440766822132686,0.0440766822132686,ROAD,0.9087661845249922,1,0.0,1,0
-71,-96,0.05,-3.5500000000000003,-4.800000000000001,0.011132605209573185,0.011132605209573185,0.011132605209573185,ROAD,0.717751826610706,1,0.0,1,0
226,-44,0.25,56.5,-11.0,0.020506694320706828,0.020506694320706828,0.020506694320706828,ROAD,0.8235042459264524,1,0.0,1,0
-167,-58,0.5,-83.5,-29.0,0.0041827904765249216,0.0041827904765249216,0.0041827904765249216,ROAD,0.7833639003604516,1,0.0,1,0
-11,124,0.25,-2.75,31.0,0.003539568180216239,0.003539568180216239,0.003539568180216239,ROAD,0.8361359422437384,1,0.0,1,0
-8,221,0.25,-2.0,55.25,-0.019828089479207223,-0.02924247293328944,-0.010413706025125005,ROAD,0.859630892141029,1,0.0,2,0
28,-173,0.5,14.0,-86.5,0.009465866431753721,0.0031498885985536845,0.01695632795043897,ROAD,0.8903428969635536,1,0.0,3,0
-11,-130,0.5,-5.5,-65.0,-0.007270360056582404,-0.029939425749691623,0.015398705636526816,ROAD,0.8494676708458344,1,0.0,2,0
-187,88,0.25,-46.75,22.0,0.03159511811679848,0.03159511811679848,0.03159511811679848,ROAD,0.7438829078559825,1,0.0,1,0
-135,-75,0.25,-33.75,-18.75,0.008586061340185561,0.008586061340185561,0.008586061340185561,ROAD,0.8231565839046971,1,0.0,1,0
16,150,0.25,4.0,37.5,-0.009897810574915622,-0.009897810574915622,-0.009897810574915622,ROAD,0.8400111403212556,1,0.0,1,0
-49,152,0.25,-12.25,38.0,0.004204447241979377,0.004204447241979377,0.004204447241979377,ROAD,0.8604542369114728,1,0.0,1,0
-192,40,0.5,-96.0,20.0,-0.028650998558660445,-0.046708286336625215,0.005801121469759389,ROAD,0.8835057798486861,1,0.0,3,0
158,35,0.5,79.0,17.5,0.021874936031950207,-0.005840169536255244,0.048948108218452156,ROAD,0.8756309549744444,1,0.0,3,0
-144,89,0.5,-72.0,44.5,-0.006664448909815877,-0.035296381225125004,0.02196748340549325,ROAD,0.7832142558184443,1,0.0,2,0
43,-192,0.25,10.75,-48.0,0.014480608854261107,-0.011497491661528528,0.04045870937005074,ROAD,0.7800097983902894,1,0.0,2,0
-157,-74,0.5,-78.5,-37.0,-0.017321157333853723,-0.03383772515635504,0.0012738408002242964,ROAD,0.8100378891051768,1,0.0,3,0
68,166,0.5,34.0,83.0,-0.004029281446085461,-0.03782051021252535,0.02976194732035443,ROAD,0.8840395438442932,1,0.0,2,0
-88,-100,0.5,-44.0,-50.0,-0.005340582725503139,-0.04022688980011707,0.022698993639131998,ROAD,0.8683276263096602,1,0.0,5,0
63,134,0.5,31.5,67.0,0.039528931023608695,0.01504410960621346,0.08027615564743018,ROAD,0.8732473612083907,1,0.0,3,0
90,-154,0.5,45.0,-77.0,0.014555381685126328,0.0006960793348609577,0.03950670472030659,ROAD,0.7771963529115754,1,0.0,3,0
107,168,0.5,53.5,84.0,0.020436794417088216,0.020436794417088216,0.020436794417088216,ROAD,0.8358711957566016,1,0.0,1,0
166,0,0.5,83.0,0.0,-0.02843476928576831,-0.02843476928576831,-0.02843476928576831,ROAD,0.7686706209118154,1,0.0,1,0
-108,-120,0.5,-54.0,-60.0,0.0015046790069755257,0.0015046790069755257,0.0015046790069755257,ROAD,0.9164959226817224,1,0.0,1,0
-186,-24,0.5,-93.0,-12.0,-0.009146991491668862,-0.01984885517205903,0.0015548721887213035,ROAD,0.8245651040952133,1,0.0,2,0
43,177,0.25,10.75,44.25,-0.006525150061522295,-0.006525150061522295,-0.006525150061522295,ROAD,0.9315662595245431,1,0.0,1,0
-104,-82,0.25,-26.0,-20.5,-0.002519288141959876,-0.002519288141959876,-0.002519288141959876,ROAD,0.9084631454887082,1,0.0,1,0
131,-151,0.5,65.5,-75.5,-0.01765177599548757,-0.017877160832948966,-0.017426391158026175,ROAD,0.8790371484252495,1,0.0,2,0
123,99,0.5,61.5,49.5,0.01920949283431471,-0.02018175664665706,0.058600742315286475,ROAD,0.8518405345935794,1,0.0,2,0
-147,-182,0.25,-36.75,-45.5,0.027718858727694643,0.027718858727694643,0.027718858727694643,ROAD,0.8851959447256754,1,0.0,1,0
-168,-165,0.25,-42.0,-41.25,0.006809596886015294,0.006809596886015294,0.006809596886015294,ROAD,0.8748373696776437,1,0.0,1,0
30,264,0.1,3.0,26.400000000000002,0.00774212594502977,0.00774212594502977,0.00774212594502977,ROAD,0.7725869789991007,1,0.0,1,0
-196,-74,0.25,-49.0,-18.5,-0.01085244578523662,-0.01085244578523662,-0.01085244578523662,ROAD,0.9599726610886214,1,0.0,1,0
-135,9,0.5,-67.5,4.5,0.04244436167929887,0.04244436167929887,0.04244436167929887,ROAD,0.7023398240236374,1,0.0,1,0
-52,158,0.25,-13.0,39.5,0.011948266562018167,0.011948266562018167,0.011948266562018167,ROAD,0.7127833090549415,1,0.0,1,0
198,66,0.25,49.5,16.5,-0.020880237773405787,-0.02389761865925156,-0.017862856887560015,ROAD,0.8694662252693496,1,0.0,2,0
157,-123,0.5,78.5,-61.5,-0.007973819579961308,-0.044430632278712925,0.04344052399691027,ROAD,0.7483512760031393,1,0.0,5,0
37,-275,0.1,3.7,-27.5,-0.00785157173201552,-0.00785157173201552,-0.00785157173201552,ROAD,0.9661952756606411,1,0.0,1,0
-148,122,0.25,-37.0,30.5,0.023140656440555074,0.015924026264390198,0.03035728661671995,ROAD,0.8736935379496623,1,0.0,2,0
129,-187,0.25,32.25,-46.75,0.060537459221594,0.060537459221594,0.060537459221594,ROAD,0.7552857260322986,1,0.0,1,0
-253,93,0.1,-25.3,9.3,0.030408658270516302,0.030408658270516302,0.030408658270516302,ROAD,0.7477211151208119,1,0.0,1,0
-191,-99,0.25,-47.75,-24.75,0.003052954666668564,0.003052954666668564,0.003052954666668564,ROAD,0.8180049542061396,1,0.0,1,0
174,-98,0.5,87.0,-49.0,-0.03987401232411096,-0.04303755779284652,-0.03671046685537539,ROAD,0.9014545513028357,1,0.0,2,0
-104,79,0.5,-52.0,39.5,-0.027587772109731512,-0.027587772109731512,-0.027587772109731512,ROAD,0.7727440276759823,1,0.0,1,0
132,-38,0.5,66.0,-19.0,0.027352179535800637,-0.0480683110188366,0.07266612699068474,ROAD,0.8875154468848745,1,0.0,4,0
-139,66,0.5,-69.5,33.0,0.030256433653312743,0.021299434639261726,0.03921343266736376,ROAD,0.8765814567372878,1,0.0,2,0
39,-187,0.5,19.5,-93.5,-0.012412772803018893,-0.044643538855786716,0.01981799324974893,ROAD,0.8805447502655828,1,0.0,2,0
-122,-13,0.5,-61.0,-6.5,-0.04708027153870574,-0.057781855212837636,-0.03637868786457385,ROAD,0.926092952537223,1,0.0,2,0
-76,-99,0.5,-38.0,-49.5,-0.014945934214492631,-0.029632391971519675,-0.00025947645746558865,ROAD,0.8984362587510974,1,0.0,2,0
221,70,0.25,55.25,17.5,0.01717092597694813,0.01717092597694813,0.01717092597694813,ROAD,0.8725802789719006,1,0.0,1,0
188,2,0.5,94.0,1.0,-0.024532855564069044,-0.024532855564069044,-0.024532855564069044,ROAD,0.770898895960892,1,0.0,1,0
0,151,0.5,0.0,75.5,0.0016991750748216825,-0.025159592616117606,0.03809098216724329,ROAD,0.7655861362796911,1,0.0,4,0
-143,46,0.5,-71.5,23.0,0.011366479490921478,0.004214787454530311,0.018518171527312645,ROAD,0.937711704410304,1,0.0,2,0
-195,35,0.5,-97.5,17.5,-0.013841310094715838,-0.013841310094715838,-0.013841310094715838,ROAD,0.8437628999163073,1,0.0,1,0
-217,-91,0.25,-54.25,-22.75,-0.04557434013587201,-0.04557434013587201,-0.04557434013587201,ROAD,0.846267480840255,1,0.0,1,0
-148,-35,0.5,-74.0,-17.5,0.018396393613434734,-0.006705630573467893,0.04349841780033736,ROAD,0.8542208780558992,1,0.0,2,0
142,-173,0.25,35.5,-43.25,0.05128069525512061,0.05128069525512061,0.05128069525512061,ROAD,0.9853123169428134,1,0.0,1,0
-152,-58,0.5,-76.0,-29.0,-0.051377469578740724,-0.10005951627852494,-0.00269542287895651,ROAD,0.8245694532990102,1,0.0,2,0
2,137,0.5,1.0,68.5,-0.005613402358498879,-0.026211618058281736,0.01570909787105732,ROAD,0.859635434347616,1,0.0,4,0
155,-47,0.25,38.75,-11.75,0.013478412507253578,-0.030956111334003875,0.05791293634851103,ROAD,0.8443334097034864,1,0.0,2,0
32,-117,0.5,16.0,-58.5,0.018441575332969348,0.018441575332969348,0.018441575332969348,ROAD,0.8681757573168001,1,0.0,1,0
172,86,0.25,43.0,21.5,0.003047239022321121,-0.009412457634491361,0.015506935679133603,ROAD,0.879918683986499,1,0.0,2,0
95,-123,0.5,47.5,-61.5,-0.0033361340170848515,-0.013612113667913687,0.00511653069216367,ROAD,0.8840236266226281,1,0.0,3,0
-148,117,0.5,-74.0,58.5,0.0015773431040971935,-0.01893020948540177,0.023197054392768646,ROAD,0.818109772262658,1,0.0,3,0
-151,-66,0.5,-75.5,-33.0,0.02835212446601452,0.02835212446601452,0.02835212446601452,ROAD,0.7547590619695812,1,0.0,1,0
-205,-176,0.1,-20.5,-17.6,0.0023742004243593744,0.0023742004243593744,0.0023742004243593744,ROAD,0.925552742103928,1,0.0,1,0
-160,-162,0.25,-40.0,-40.5,0.006293367604152001,0.006293367604152001,0.006293367604152001,ROAD,0.7190431478153687,1,0.0,1,0
-5,133,0.5,-2.5,66.5,0.01898619508241997,0.018268478259970813,0.019703911904869125,ROAD,0.8538434967768319,1,0.0,2,0
65,182,0.5,32.5,91.0,0.026048198198784053,0.010822193415533574,0.04127420298203453,ROAD,0.7986063185649313,1,0.0,2,0
22,-196,0.5,11.0,-98.0,-0.014852457958977874,-0.01927550704923754,-0.007008909750890388,ROAD,0.859711873824435,1,0.0,3,0
107,-170,0.25,26.75,-42.5,-0.03501677265518824,-0.03501677265518824,-0.03501677265518824,ROAD,0.9871605733368163,1,0.0,1,0
-162,21,0.1,-16.2,2.1,-0.043707165342200066,-0.043707165342200066,-0.043707165342200066,ROAD,0.9346043662247009,1,0.0,1,0
186,13,0.5,93.0,6.5,-0.006243477548240937,-0.03268232654703418,0.012918072004565254,ROAD,0.8933589910716652,1,0.0,3,0
76,-157,0.25,19.0,-39.25,-0.02424453252528776,-0.043460396591210045,-0.005028668459365479,ROAD,0.9146941396602688,1,0.0,2,0
-27,-205,0.25,-6.75,-51.25,0.030961728822689192,0.030961728822689192,0.030961728822689192,ROAD,0.7517713504733545,1,0.0,1,0
113,155,0.5,56.5,77.5,-0.0013873984600235947,-0.023602700651675006,0.020941095537751916,ROAD,0.8912528369994623,1,0.0,3,0
-193,-29,0.5,-96.5,-14.5,-0.023925910725268066,-0.023925910725268066,-0.023925910725268066,ROAD,0.8450997725523417,1,0.0,1,0
-157,118,0.5,-78.5,59.0,0.011669702724140307,0.010456029970512827,0.01288337547776779,ROAD,0.7684170358186955,1,0.0,2,0
